DEPTH	SP	GR	CALI	BitSize	LL8	ILM	ILD	RHOB	NPHI	DT	MudWgt	NPHI_pct	 Phixnd_chartbook 	 RhoMatrix 
4495	-12.813	79.386	10.487	10	0.553	0.627	0.617	2.217	0.41905	50	10	41.905	0.364047812	2.856421349
4495.5	-13.6567	77.955	10.4325	10	0.6955	0.6267	0.613	2.2123	0.388747	50	10	38.8747	0.366966102	2.8570939
4496	-13.5	76.845	10.445	10	0.778	0.625	0.608	2.219	0.40398	50	10	40.398	0.365869676	2.864621494
4496.5	-14.2813	82.2027	10.4772	10	0.693	0.617	0.599	2.2225	0.426157	50	10	42.6157	0.363949012	2.864795625
4497	-13.813	84.466	10.483	10	0.613	0.607	0.594	2.23	0.45374	50	10	45.374	0.356760247	2.85673222
4497.5	-13.1358	87.7483	10.4623	10	0.5503	0.5908	0.5867	2.2263	0.484127	50	10	48.4127	0.355543394	2.847673915
4498	-12.875	87.815	10.449	10	0.552	0.58	0.58	2.228	0.48286	50	10	48.286	0.355487929	2.850161168
4498.5	-14.0838	91.521	10.4633	10	0.5193	0.5688	0.572	2.2263	0.48429	50	10	48.429	0.355534169	2.8476489
4499	-14.813	93.086	10.38	10	0.541	0.563	0.567	2.228	0.44649	50	10	44.649	0.35724925	2.854957112
4499.5	-15.6047	94.777	10.279	10	0.5108	0.5613	0.5637	2.2188	0.490927	50	10	49.0927	0.367117515	2.867784742
4500	-15.813	93.312	10.179	10	0.52	0.563	0.562	2.213	0.49431	40	10	49.431	0.367511837	2.859716728
4500.5	-16.5108	90.0702	10.1923	10	0.5398	0.5687	0.5587	2.2048	0.473878	40	10	47.3878	0.367813366	2.847585192
4501	-16.875	85.341	10.294	10	0.574	0.572	0.557	2.199	0.42417	40	10	42.417	0.371983996	2.849955405
4501.5	-17.823	82.2392	10.5195	10	0.6068	0.5722	0.5532	2.1918	0.408417	40	10	40.8417	0.36923817	2.830922749
4502	-18.188	83.045	10.512	10	0.616	0.568	0.549	2.186	0.4165	40	10	41.65	0.372753063	2.831375532
4502.5	-19.3233	88.2263	10.3847	10	0.5658	0.5548	0.5462	2.193	0.426877	40	10	42.6877	0.372235543	2.84109889
4503	-20	90.338	10.428	10	0.515	0.544	0.542	2.193	0.42796	40	10	42.796	0.372269035	2.841191786
4503.5	-19.6772	97.2877	10.3208	10	0.4573	0.533	0.5358	2.2003	0.448717	40	10	44.8717	0.368711274	2.84294258
4504	-18.688	98.196	10.24	10	0.474	0.528	0.53	2.197	0.46225	40	10	46.225	0.368684886	2.837642543
4504.5	-18.9167	100.2713	10.2073	10	0.5235	0.5247	0.5187	2.1935	0.469122	40	10	46.9122	0.368953571	2.832836048
4505	-17.875	94.918	10.244	10	0.541	0.523	0.512	2.201	0.45518	40	10	45.518	0.368479091	2.843410208
4505.5	-19.0938	96.4283	10.4052	10	0.506	0.5178	0.5057	2.2013	0.429213	40	10	42.9213	0.36503785	2.834434092
4506	-19.563	95.225	10.301	10	0.471	0.512	0.504	2.203	0.42318	40	10	42.318	0.365019115	2.837060162
4506.5	-19.1358	100.8832	10.2998	10	0.462	0.5042	0.5012	2.187	0.430317	40	10	43.0317	0.372641192	2.832660778
4507	-20.125	96.094	10.299	10	0.467	0.5	0.497	2.182	0.44325	40	10	44.325	0.370596061	2.819086795
4507.5	-18.7813	91.673	10.3053	10	0.4737	0.4968	0.4922	2.1815	0.453658	40	10	45.3658	0.370704327	2.818588012
4508	-18.938	89.453	10.337	10	0.482	0.496	0.488	2.189	0.46465	40	10	46.465	0.369522836	2.827263195
4508.5	-18.7813	95.0297	10.3795	10	0.4902	0.4935	0.4833	2.198	0.487217	40	10	48.7217	0.36834074	2.838278957
4509	-18.313	96.878	10.437	10	0.491	0.491	0.48	2.203	0.49535	40	10	49.535	0.368041294	2.845367206
4509.5	-19.8333	96.78	10.3837	10	0.4768	0.486	0.4775	2.1912	0.505135	40	10	50.5135	0.368527327	2.828024105
4510	-19.625	99	10.232	10	0.466	0.481	0.475	2.182	0.48966	40	10	48.966	0.369270145	2.815472942
4510.5	-20.6563	97.9402	10.1513	10	0.456	0.4753	0.4703	2.1875	0.47004	40	10	47.004	0.369548477	2.824954197
4511	-20.188	97.181	10.138	10	0.456	0.472	0.467	2.195	0.43799	40	10	43.799	0.368893119	2.835046839
4511.5	-19.9792	93.6787	10.1232	10	0.4363	0.4675	0.4638	2.1953	0.463882	40	10	46.3882	0.36884267	2.835383475
4512	-21.125	96.757	10.124	10	0.433	0.465	0.463	2.177	0.45709	40	10	45.709	0.371527121	2.813677768
4512.5	-20.7813	103.7603	10.1365	10	0.426	0.4643	0.4647	2.1583	0.48018	40	10	48.018	0.380374904	2.807968265
4513	-21.563	106.687	10.164	10	0.416	0.466	0.468	2.15	0.47958	40	10	47.958	0.38093965	2.796118966
4513.5	-20.7188	104.4862	10.1852	10	0.4325	0.4735	0.4737	2.1628	0.511142	40	10	51.1142	0.380512149	2.815610724
4514	-19.938	101.357	10.216	10	0.45	0.481	0.477	2.177	0.50635	40	10	50.635	0.369027873	2.806889977
4514.5	-19.448	95.7037	10.2155	10	0.5057	0.4935	0.483	2.1922	0.467043	40	10	46.7043	0.369126483	2.831250353
4515	-18.563	94.997	10.283	10	0.509	0.501	0.488	2.203	0.45136	40	10	45.136	0.36856039	2.846802043
4515.5	-19.1047	94.2207	10.1255	10	0.4992	0.5075	0.4975	2.2028	0.444342	40	10	44.4342	0.368315022	2.845806912
4516	-19.938	94.879	10.108	10	0.475	0.51	0.505	2.202	0.4538	40	10	45.38	0.36847853	2.844992138
4516.5	-20.9588	90.4185	10.0907	10	0.4838	0.5122	0.5105	2.1945	0.466908	40	10	46.6908	0.368886739	2.83423705
4517	-22.313	87.491	10.089	10	0.493	0.513	0.513	2.192	0.48615	40	10	48.615	0.368746367	2.829891035
4517.5	-22.2297	87.7195	10.1198	10	0.4972	0.5155	0.518	2.1995	0.482602	40	10	48.2602	0.368260631	2.840432929
4518	-23.063	92.112	10.124	10	0.488	0.518	0.523	2.207	0.47871	40	10	47.871	0.36765687	2.850631814
4518.5	-22.7813	89.9827	10.1547	10	0.496	0.5245	0.536	2.2097	0.47993	40	10	47.993	0.367453229	2.854336676
4519	-22.938	89.321	10.168	10	0.501	0.532	0.551	2.208	0.50433	40	10	50.433	0.367864962	2.852790043
4519.5	-22.188	89.8448	10.1832	10	0.4977	0.5525	0.582	2.2098	0.487422	40	10	48.7422	0.367576712	2.85483734
4520	-22.188	93.074	10.214	10	0.481	0.575	0.612	2.209	0.49268	40	10	49.268	0.367700737	2.853916326
4520.5	-22.3025	94.8012	10.2027	10	0.5058	0.6342	0.6772	2.2313	0.469357	40	10	46.9357	0.355956597	2.856558634
4521	-22.875	89.842	10.191	10	0.51	0.695	0.733	2.248	0.44739	40	10	44.739	0.354069707	2.877281562
4521.5	-25.25	79.2638	10.2787	10	0.8082	0.822	0.8248	2.2273	0.375195	40	10	37.5195	0.348093695	2.829236227
4522	-27.75	74.208	10.162	10	1.039	0.937	0.904	2.184	0.32742	40	10	32.742	0.330728889	2.719672481
4522.5	-33.1563	76.5002	10.0843	10	1.1817	1.1475	1.1132	2.1182	0.323707	40	10	32.3707	0.349147495	2.664409742
4523	-36.438	80.581	10.106	10	1.165	1.335	1.364	2.089	0.31019	40	10	31.019	0.35145544	2.624953042
4523.5	-38.9067	89.682	10.107	10	1.7663	1.7375	1.693	2.0688	0.29825	40	10	29.825	0.366782429	2.629963862
4524	-40.625	94.267	10.182	10	2.663	2.145	1.908	2.068	0.28785	40	10	28.785	0.359782007	2.611984996
4524.5	-43.8438	110.8462	10.1283	10	4.3062	3.0205	2.3797	2.0718	0.308682	40	10	30.8682	0.365583316	2.631800825
4525	-45.563	118.327	10.035	10	5.537	3.788	2.853	2.071	0.32279	40	10	32.279	0.369259663	2.639460763
4525.5	-46.1047	123.3927	10.07	10	6.3377	4.6855	3.535	2.0733	0.316977	40	10	31.6977	0.367072372	2.637774552
4526	-47.563	116.631	10.11	10	6.491	4.998	3.98	2.09	0.31171	40	10	31.171	0.351312558	2.626158725
4526.5	-46.813	100.7882	10.1775	10	6.2112	4.8882	4.3583	2.1317	0.30346	40	10	30.346	0.333002918	2.646783378
4527	-46.813	91.504	10.145	10	5.367	4.714	4.505	2.12	0.30236	40	10	30.236	0.345737817	2.659008035
4527.5	-45.3755	82.1727	10.1292	10	4.3352	4.6315	4.7112	2.0688	0.308957	40	10	30.8957	0.36676101	2.629912112
4528	-45.063	78.251	10.165	10	3.841	4.744	4.892	2.033	0.32394	40	10	32.394	0.382711269	2.611448295
4528.5	-46.24	79.3628	10.1863	10	4.464	5.3182	4.973	2.0227	0.338133	40	10	33.8133	0.39759463	2.631692852
4529	-45.25	84.317	10.188	10	5.554	5.904	4.753	2.021	0.3477	40	10	34.77	0.404730467	2.647198285
4529.5	-46.25	92.9882	10.1193	10	8.7703	6.273	4.013	2.0123	0.35034	40	10	35.034	0.407368001	2.639403881
4530	-45.625	95.029	10.061	10	10.822	5.808	3.353	2.014	0.37984	40	10	37.984	0.414821281	2.661915992
4530.5	-45.5942	90.9305	10.0055	10	8.4928	4.0437	2.3637	2.0085	0.391628	40	10	39.1628	0.424704224	2.679187677
4531	-46.375	83.463	10.013	10	4.862	2.797	1.837	2.031	0.39522	40	10	39.522	0.410091209	2.678210079
4531.5	-42.438	77.9903	10.0147	10	1.8707	1.713	1.3943	2.0813	0.376232	40	10	37.6232	0.388024726	2.703496157
4532	-38.688	73.772	10.093	10	0.914	1.243	1.171	2.133	0.37904	40	10	37.904	0.374797839	2.752265561
4532.5	-34.3542	74.0943	10.293	10	0.636	0.9038	0.9593	2.1873	0.382665	40	10	38.2665	0.364190258	2.810102767
4533	-29.25	72.076	10.353	10	0.651	0.763	0.861	2.209	0.38754	40	10	38.754	0.367380386	2.853028164
4533.5	-28.7605	70.3962	10.344	10	0.8037	0.6715	0.779	2.2233	0.358352	40	10	35.8352	0.335418308	2.79023615
4534	-28.813	69.387	10.369	10	0.872	0.644	0.739	2.23	0.34191	40	10	34.191	0.32445561	2.772725015
4534.5	-30.2917	68.4863	10.4777	10	0.8872	0.654	0.7225	2.23	0.316288	40	10	31.6288	0.305547585	2.727181324
4535	-29.875	68.828	10.166	10	0.903	0.684	0.725	2.2	0.33168	40	10	33.168	0.324895689	2.729377833
4535.5	-32.3333	69.3157	10.0722	10	1.2538	0.7478	0.7308	2.1283	0.36262	40	10	36.262	0.36143828	2.710337681
4536	-31.5	69.934	9.998	10	1.368	0.792	0.735	2.1	0.38672	40	10	38.672	0.392703208	2.746641335
4536.5	-28.5317	75.6207	10.0718	10	1.114	0.8107	0.7365	2.1268	0.391268	40	10	39.1268	0.380110252	2.756423588
4537	-26.5	77.639	10.191	10	0.869	0.794	0.739	2.176	0.39201	40	10	39.201	0.36867118	2.804341646
4537.5	-15.8755	81.5268	10.3598	10	0.6987	0.7413	0.7302	2.2447	0.399247	40	10	39.9247	0.354253572	2.872677246
4538	-14.313	79.246	10.339	10	0.627	0.703	0.711	2.268	0.40373	40	10	40.373	0.351297305	2.900516644
4538.5	-9.4172	80.2957	10.1608	10	0.5613	0.6677	0.6872	2.2613	0.437388	40	10	43.7388	0.349556324	2.88539671
4539	-8.063	80.699	10.215	10	0.578	0.656	0.678	2.258	0.44123	40	10	44.123	0.352947706	2.889654422
4539.5	-11.4063	81.9712	10.2937	10	0.6912	0.6625	0.6685	2.2137	0.424537	40	10	42.4537	0.364562662	2.852651179
4540	-15.313	79.487	10.277	10	0.847	0.675	0.666	2.202	0.39097	40	10	39.097	0.368252705	2.844368372
4540.5	-16.3333	77.7717	10.2002	10	0.8218	0.6948	0.6672	2.192	0.380492	40	10	38.0492	0.36280007	2.813747834
4541	-18.625	77.67	10.186	10	0.786	0.704	0.668	2.207	0.4086	40	10	40.86	0.367738587	2.850858076
4541.5	-13.7292	80.3013	10.403	10	0.7227	0.6998	0.6675	2.2133	0.41967	40	10	41.967	0.364352813	2.85144329
4542	-11.125	80.113	10.408	10	0.676	0.689	0.66	2.215	0.44492	40	10	44.492	0.366679902	2.860563107
4542.5	-10.7608	83.3418	10.4105	10	0.5533	0.6668	0.645	2.2318	0.418923	40	10	41.8923	0.358914289	2.865442563
4543	-10.5	81.926	10.253	10	0.49	0.651	0.635	2.231	0.41844	40	10	41.844	0.359005941	2.86444693
4543.5	-13.073	79.506	10.2112	10	0.5805	0.6328	0.6197	2.2058	0.398475	40	10	39.8475	0.368273432	2.850440866
4544	-17.813	75.916	10.217	10	0.723	0.622	0.608	2.185	0.38585	40	10	38.585	0.365655658	2.81042749
4544.5	-24.1255	77.649	10.3775	10	0.833	0.608	0.5965	2.1678	0.353125	40	10	35.3125	0.346467068	2.733888589
4545	-28.813	73.234	10.425	10	0.773	0.598	0.589	2.157	0.33745	40	10	33.745	0.348175483	2.721602092
4545.5	-30.0213	67.8545	10.2492	10	0.6763	0.5853	0.5792	2.1652	0.33649	40	10	33.649	0.339872967	2.713628811
4546	-31.063	65.432	10.195	10	0.728	0.577	0.575	2.181	0.35994	40	10	35.994	0.345163604	2.750794009
4546.5	-29.6563	67.952	10.2627	10	0.7765	0.5692	0.5693	2.1942	0.360607	40	10	36.0607	0.335497461	2.746645325
4547	-27.938	66.337	10.191	10	0.749	0.565	0.566	2.19	0.36249	40	10	36.249	0.335924684	2.741380086
4547.5	-26.698	64.0485	10.1553	10	0.6077	0.5593	0.5615	2.1882	0.344653	40	10	34.4653	0.336072015	2.739033185
4548	-27.688	64.106	10.147	10	0.586	0.556	0.559	2.189	0.34712	40	10	34.712	0.33592078	2.739864592
4548.5	-27.5108	67.747	10.1948	10	0.6408	0.5525	0.5593	2.1953	0.357495	40	10	35.7495	0.335383	2.748016828
4549	-27.25	69.002	10.259	10	0.69	0.55	0.561	2.192	0.34967	40	10	34.967	0.335552299	2.743470206
4549.5	-26.7708	67.7663	10.197	10	0.68	0.5518	0.5663	2.1932	0.344472	40	10	34.4472	0.335537756	2.745240207
4550	-25.625	68.473	10.242	10	0.61	0.556	0.573	2.199	0.33938	40	10	33.938	0.335057095	2.752773482
4550.5	-22.1983	69.6727	10.2923	10	0.5377	0.5688	0.5823	2.2105	0.358258	40	10	35.8258	0.333960872	2.76731946
4551	-21.625	71.691	10.244	10	0.571	0.583	0.589	2.208	0.376	40	10	37.6	0.353024871	2.812585153
4551.5	-21.8333	70.6047	10.1875	10	0.7835	0.6048	0.5995	2.1557	0.407585	40	10	40.7585	0.380763002	2.804839994
4552	-22.25	68.203	10.275	10	0.906	0.619	0.607	2.119	0.44151	40	10	44.151	0.390696677	2.772401843
4552.5	-24.1567	65.6617	10.3688	10	0.8783	0.6272	0.6215	2.1168	0.447413	40	10	44.7413	0.390968799	2.769536797
4553	-22.125	66.065	10.288	10	0.71	0.628	0.639	2.146	0.42988	40	10	42.988	0.384383491	2.799109728
4553.5	-20.7817	69.845	10.2572	10	0.5957	0.6315	0.6853	2.1933	0.403857	40	10	40.3857	0.369029992	2.832728952
4554	-18.75	74.945	10.233	10	0.554	0.644	0.722	2.22	0.38299	40	10	38.299	0.35553305	2.837870343
4554.5	-18.6355	71.7237	10.2345	10	0.6677	0.6957	0.7623	2.2078	0.384678	40	10	38.4678	0.35710743	2.823149483
4555	-20.563	70.752	10.197	10	0.796	0.754	0.789	2.167	0.36647	40	10	36.647	0.351480552	2.745286049
4555.5	-24.8958	63.8987	10.2017	10	1.1045	0.8628	0.8397	2.1075	0.399165	40	10	39.9165	0.392012828	2.757107331
4556	-30	61.982	10.21	10	1.422	0.942	0.898	2.09	0.39849	40	10	39.849	0.393218716	2.731559882
4556.5	-32.3858	60.3253	10.1942	10	1.3497	1.033	1.0522	2.1137	0.421995	40	10	42.1995	0.389005327	2.759097934
4557	-32.125	58.717	10.315	10	1.168	1.088	1.188	2.137	0.41702	40	10	41.702	0.384799125	2.785628293
4557.5	-34.24	59.4028	10.3928	10	1.108	1.1858	1.3347	2.1248	0.421297	40	10	42.1297	0.388390374	2.775578597
4558	-35.75	56.167	10.457	10	1.233	1.285	1.428	2.104	0.41448	40	10	41.448	0.392372126	2.752327096
4558.5	-37.615	55.074	10.2653	10	1.6062	1.4957	1.5667	2.0783	0.404452	40	10	40.4452	0.395407617	2.718114993
4559	-39.125	51.139	10.187	10	1.922	1.689	1.7	2.07	0.40436	40	10	40.436	0.403827022	2.727044558
4559.5	-40.5525	54.1312	10.1167	10	2.3972	2.0458	2.0647	2.0715	0.39335	40	10	39.335	0.403604049	2.728951367
4560	-40.5	53.627	10.055	10	2.618	2.36	2.363	2.074	0.3938	40	10	39.38	0.40303838	2.73159568
4560.5	-38.9897	57.1682	10.0352	10	2.7247	2.9675	2.7837	2.0852	0.409902	40	10	40.9902	0.394214872	2.726319224
4561	-40.813	54.894	10.036	10	3.218	3.51	3.097	2.086	0.42001	40	10	42.001	0.396102638	2.732727782
4561.5	-39.0733	55.3013	10.0215	10	4.8568	4.2787	3.3413	2.0615	0.41197	40	10	41.197	0.40544602	2.717178645
4562	-41.625	53.888	10.039	10	7.306	4.602	3.328	2.044	0.39172	40	10	39.172	0.407330804	2.692794101
4562.5	-43.99	54.4825	10.0268	10	8.2563	4.2053	3.3145	2.0395	0.36855	40	10	36.855	0.398921187	2.663022983
4563	-43.625	53.815	10.061	10	6.113	3.622	3.282	2.047	0.36345	40	10	36.345	0.388797059	2.64940354
4563.5	-41.7505	58.3303	10.0543	10	2.9617	2.9082	3.1697	2.0537	0.380582	40	10	38.0582	0.396939604	2.681433646
4564	-40.188	59.712	10.041	10	2.085	2.569	3.073	2.062	0.39734	40	10	39.734	0.405132094	2.717165744
4564.5	-37.9063	58.9595	10.0062	10	2.0432	2.3943	2.8893	2.0538	0.39485	40	10	39.485	0.405904906	2.705466884
4565	-37.438	54.647	10.017	10	2.214	2.396	2.716	2.048	0.40285	40	10	40.285	0.40597029	2.695879775
4565.5	-38.7605	52.9193	10.0183	10	2.778	2.4983	2.4535	2.0367	0.405595	40	10	40.5595	0.408525229	2.683668561
4566	-40.063	55.241	10.02	10	3.133	2.545	2.311	2.035	0.41727	40	10	41.727	0.411721269	2.689382635
4566.5	-41.125	56.3407	10.0503	10	2.787	2.4063	2.1577	2.0393	0.410443	40	10	41.0443	0.408344948	2.687580462
4567	-41.125	58.369	10.062	10	2.402	2.198	2.046	2.041	0.40616	40	10	40.616	0.407610385	2.688481594
4567.5	-40.9067	56.5725	10.082	10	2.0267	1.8505	1.8588	2.0392	0.415618	40	10	41.5618	0.41120667	2.695126766
4568	-40.125	58.49	10.092	10	1.71	1.628	1.728	2.04	0.42296	40	10	42.296	0.410995407	2.695912853
4568.5	-40.4063	55.0323	10.1163	10	1.218	1.4077	1.5892	2.0647	0.404098	40	10	40.4098	0.404773439	2.720727406
4569	-40.563	55.739	10.158	10	1.073	1.301	1.525	2.083	0.37769	40	10	37.769	0.388438852	2.707361754
4569.5	-39.3333	56.6455	10.2482	10	1.0878	1.2365	1.467	2.0962	0.35912	40	10	35.912	0.368053161	2.676398423
4570	-40.375	58.668	10.224	10	1.142	1.229	1.427	2.097	0.37037	40	10	37.037	0.380298711	2.708839641
4570.5	-39.5838	60.8448	10.2357	10	1.3607	1.2658	1.376	2.0997	0.378915	40	10	37.8915	0.387607581	2.732449992
4571	-40.938	60.224	10.254	10	1.569	1.295	1.346	2.103	0.38194	40	10	38.194	0.382758985	2.724973027
4571.5	-41.5	58.5782	10.3647	10	1.4285	1.282	1.2837	2.1025	0.348573	40	10	34.8573	0.36727214	2.684409448
4572	-40.875	55.349	10.308	10	1.171	1.227	1.222	2.1	0.35469	40	10	35.469	0.36744937	2.680901121
4572.5	-40.8025	54.3992	10.3227	10	0.8613	1.0955	1.116	2.1105	0.34204	40	10	34.204	0.365888669	2.693568749
4573	-38.875	55.705	10.736	10	0.753	0.993	1.041	2.133	0.34664	40	10	34.664	0.351397866	2.692655876
4573.5	-38.0108	55.2093	10.994	10	0.7177	0.8745	0.9445	2.1633	0.339285	40	10	33.9285	0.347340505	2.729180313
4574	-37.125	57.406	11.029	10	0.746	0.807	0.882	2.17	0.35506	40	10	35.506	0.346115012	2.736373398
4574.5	-35.6667	58.3905	10.8585	10	0.8415	0.7385	0.8058	2.1603	0.375867	40	10	37.5867	0.366020843	2.772452458
4575	-35.875	59.473	10.606	10	0.899	0.701	0.755	2.157	0.3782	40	10	37.82	0.36715361	2.770231539
4575.5	-35.2292	60.906	10.5032	10	0.8582	0.6622	0.6975	2.1527	0.358985	40	10	35.8985	0.348406606	2.715578073
4576	-36.375	61.881	10.514	10	0.799	0.638	0.665	2.146	0.35596	40	10	35.596	0.348776711	2.706207913
4576.5	-36.3958	64.1618	10.5747	10	0.7215	0.6118	0.6297	2.1598	0.355163	40	10	35.5163	0.34754243	2.724320184
4577	-36.5	62.951	10.623	10	0.699	0.596	0.608	2.169	0.36638	40	10	36.638	0.351236641	2.747750269
4577.5	-37.115	60.1763	10.6127	10	0.7017	0.5778	0.5855	2.1883	0.361993	40	10	36.1993	0.336114751	2.739289322
4578	-36.125	57.808	10.671	10	0.695	0.567	0.573	2.2	0.36176	40	10	36.176	0.334955407	2.754024424
4578.5	-36.1875	58.9182	10.6142	10	0.6693	0.5547	0.5583	2.204	0.376692	40	10	37.6692	0.353364806	2.807299587
4579	-35.25	59.019	10.58	10	0.656	0.548	0.55	2.204	0.37755	40	10	37.755	0.353789026	2.808420385
4579.5	-34.7713	61.5382	10.4638	10	0.6975	0.5425	0.5405	2.193	0.373122	40	10	37.3122	0.349804239	2.781032184
4580	-35.188	59.924	10.413	10	0.72	0.54	0.538	2.183	0.35618	40	10	35.618	0.336825809	2.733055108
4580.5	-34.4483	58.733	10.2617	10	0.7388	0.5417	0.5398	2.1627	0.350518	40	10	35.0518	0.347183597	2.727869636
4581	-35.75	58.043	10.21	10	0.743	0.545	0.544	2.141	0.34801	40	10	34.801	0.349158687	2.699468225
4581.5	-36.3647	54.9695	10.3148	10	0.718	0.5552	0.556	2.1303	0.362637	40	10	36.2637	0.36109242	2.712596301
4582	-36.313	55.187	10.504	10	0.678	0.566	0.566	2.137	0.36562	40	10	36.562	0.36122267	2.723413904
4582.5	-35.8858	55.6858	10.3027	10	0.6263	0.5893	0.5832	2.1767	0.384133	40	10	38.4133	0.36594862	2.798127368
4583	-34.375	57.98	10.561	10	0.648	0.611	0.599	2.2	0.37265	40	10	37.265	0.343340931	2.775146285
4583.5	-33.7088	57.4202	10.9565	10	0.6762	0.6475	0.622	2.203	0.378523	40	10	37.8523	0.354275288	2.808158259
4584	-33.813	57.926	11.394	10	0.727	0.675	0.637	2.193	0.36314	40	10	36.314	0.335611512	2.745121822
4584.5	-33.688	59.096	11.0302	10	0.7577	0.7078	0.6577	2.1828	0.35594	40	10	35.594	0.336857722	2.732832102
4585	-34.313	60.711	10.446	10	0.741	0.727	0.671	2.182	0.35684	40	10	35.684	0.336984235	2.731937061
4585.5	-34.9797	59.1265	10.582	10	0.7112	0.7417	0.6808	2.188	0.376592	40	10	37.6592	0.361153204	2.803068727
4586	-35.813	58.824	11.152	10	0.722	0.745	0.68	2.198	0.38445	40	10	38.445	0.368541011	2.838830262
4586.5	-36.4067	56.387	11.021	10	0.7727	0.7333	0.665	2.2058	0.385678	40	10	38.5678	0.35772593	2.821694915
4587	-36.25	57.522	10.651	10	0.786	0.715	0.65	2.205	0.38532	40	10	38.532	0.357591883	2.820090346
4587.5	-36.1355	59.6817	10.605	10	0.7207	0.6747	0.6322	2.2017	0.382672	40	10	38.2672	0.35636057	2.811672637
4588	-35.563	63.315	10.805	10	0.679	0.643	0.618	2.185	0.36608	40	10	36.608	0.346881317	2.761260087
4588.5	-34.9692	63.8232	10.4478	10	0.6842	0.6045	0.5942	2.1777	0.35158	40	10	35.158	0.337841021	2.727554764
4589	-35.125	63.739	10.512	10	0.735	0.582	0.575	2.171	0.34938	40	10	34.938	0.345837754	2.737208516
4589.5	-34.5938	62.1472	10.5163	10	0.8202	0.5572	0.5538	2.176	0.350838	40	10	35.0838	0.338223092	2.725925574
4590	-35.063	62.058	10.288	10	0.846	0.543	0.543	2.171	0.35128	40	10	35.128	0.345842072	2.737219322
4590.5	-34.3542	60.0595	10.1703	10	0.8237	0.525	0.5323	2.1777	0.344837	40	10	34.4837	0.337782102	2.727409956
4591	-34.25	60.362	10.147	10	0.832	0.515	0.529	2.176	0.35197	40	10	35.197	0.338210982	2.725895823
4591.5	-35.1983	59.6583	10.172	10	0.8688	0.5067	0.5325	2.1653	0.370043	40	10	37.0043	0.353256692	2.747175915
4592	-34.625	59.355	10.182	10	0.918	0.505	0.54	2.157	0.36876	40	10	36.876	0.353358521	2.73459975
4592.5	-35.3438	61.9962	10.1627	10	0.8977	0.515	0.5638	2.155	0.360482	40	10	36.0482	0.34827723	2.718786467
4593	-35.188	62.487	10.131	10	0.856	0.53	0.588	2.15	0.35814	40	10	35.814	0.348599596	2.711911803
4593.5	-34.948	62.7592	10.1357	10	0.7917	0.5715	0.6333	2.145	0.371788	40	10	37.1788	0.363574834	2.741984094
4594	-36.563	60.035	10.159	10	0.78	0.614	0.675	2.14	0.36263	40	10	36.263	0.350380989	2.700938369
4594.5	-36.0522	60.1005	10.1255	10	0.77	0.7015	0.7818	2.1428	0.387898	40	10	38.7898	0.381741633	2.786673495
4595	-37.563	60.428	10.133	10	0.73	0.784	0.886	2.147	0.39069	40	10	39.069	0.381418513	2.792582176
4595.5	-37.6463	61.3952	10.5468	10	0.7228	0.9767	1.1053	2.1398	0.428298	40	10	42.8298	0.384596091	2.789622026
4596	-39.313	60.621	10.891	10	0.807	1.185	1.287	2.119	0.41714	40	10	41.714	0.388562019	2.766563138
4596.5	-41.7713	54.9488	10.2753	10	1.8762	1.755	1.7335	2.0623	0.397603	40	10	39.7603	0.405093563	2.717565285
4597	-42.813	49.598	10.117	10	4.037	2.415	2.236	2.014	0.38302	40	10	38.302	0.415409666	2.663488047
4597.5	-45.75	43.8873	10.1962	10	19.7797	4.1273	3.2045	1.9852	0.373643	40	10	37.3643	0.420877053	2.628518261
4598	-46.375	45.199	10.302	10	31.523	5.809	4.232	1.986	0.38631	40	10	38.631	0.428870386	2.651311609
4598.5	-48.813	45.0985	10.1322	10	30.421	8.0702	6.393	2.0023	0.375405	40	10	37.5405	0.414561348	2.641237492
4599	-50.688	45.401	10.053	10	36.626	9.041	8.013	2.014	0.37868	40	10	37.868	0.41462072	2.661380855
4599.5	-50.7088	42.887	10.1242	10	37.5758	9.0175	9.2788	2.0157	0.36809	40	10	36.809	0.40692732	2.643992889
4600	-51.438	44.107	10.17	10	14.575	8.65	9.083	2.014	0.38569	40	10	38.569	0.415959849	2.664960899
4600.5	-51.3858	47.9982	10.1803	10	11.574	8.1892	8.1483	2.0227	0.375722	40	10	37.5722	0.413639049	2.673604105
4601	-51.125	51.709	10.147	10	11.499	7.86	7.585	2.021	0.37358	40	10	37.358	0.407869642	2.655400745
4601.5	-51.9583	49.2518	10.1013	10	10.9205	7.17	7.0423	2.015	0.371307	40	10	37.1307	0.407890037	2.645321067
4602	-51.125	46.426	10.023	10	8.278	6.635	6.859	2.02	0.39689	40	10	39.689	0.421941337	2.691533972
4602.5	-51.3438	45.4747	9.966	10	6.3492	6.1375	6.8108	2.0318	0.404602	40	10	40.4602	0.409840268	2.678894576
4603	-50.563	46.168	9.951	10	6.9	5.97	6.715	2.036	0.39591	40	10	39.591	0.408598256	2.682680488
4603.5	-49.6458	48.3237	10.0735	10	9.3158	5.9395	6.1055	2.0258	0.386502	40	10	38.6502	0.409911805	2.668918016
4604	-49.125	47.617	10.071	10	10.45	5.877	5.573	2.01	0.39556	40	10	39.556	0.424610327	2.681536902
